,Unnamed: 0,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat_x,long_x,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,label_cluster,gglat,gglong,res_field,gg_addr,regex_street,district_name,street,latlong_street,latlongpos,district_id,district_lat,district_long,price_m2_old
3062,3062,183924,6.0,https://landber.com/tin-dang/Ads_01_23267679,"Cần bán nhà 165 Võ Thị Sáu, P. 5, Quận 3, TP HCM","Cần bán nhà 165 Võ Thị Sáu, P. 5, Quận 3, Hồ Chí Minh.
Nhà nát ngang 6.5m x 24,5m.

Giá bán: 45tỷ.
Đất giấy tờ hợp lệ. Khu vực sầm uất, giao thông đi lại thuận tiện, thích hợp mua đầu tư xây cho thuê, xây văn phòng công ty, văn phòng giao dịch, nhà ở.

LH Tuyền: 0909038916.
Email: duongngocbichtuyen9757@gmail.com",Võ Thị Sáu,5,,,"sầm uất, giao thông đi lại thuận tiện",,165,1.0,1.0,2.0,45000000000,0,2.0,1.0,6,"{2,1}","{6.5,24.5}",165.0,10.7717997816837,106.685473388735,"(106.685473388735,10.7717997816837)",244185879.899641,,159.25,Ads_01_23267679,1572800400,1573976828.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000049B9C6CBDEAB5A407FC84A57298B2540,1.0,2020-04-13 09:49:02.74118,1,8.0,False,2.0,909038916.0,1859b87b1a7b87f0d940b128c8c57ee9,1.0,,2.0,0.0,10.783581300000002,106.68803799999999,title,"165 Võ Thị Sáu, Phường 7, Quận 3, Thành phố Hồ Chí Minh, Vietnam","hẻm 165 Võ Thị Sáu,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"hẻm 165 Võ Thị Sáu, Quận 3, Hồ Chí Minh, Việt Nam","[10.7835813, 106.688038]","[10.7835813, 106.688038, 6.0]",15,10.784433,106.68442900000001,282542543.1711146
2889,2889,746079,5.0,https://batdongsan.com.vn/ban-nha-rieng-duong-nam-ky-khoi-nghia-phuong-7-3/ban-khuon-dat-dep-khan-hiem-2mt-p-7-q-3-16-5x16-3m-tien-xay-vp-chdv-chi-50-ty-pr24320117,"Bán nhà đất đẹp khan hiếm 2MT Nam Kỳ Khởi Nghĩa, p. 7, Q. 3 16.5x16.3m tiện xây VP, CHDV chỉ 50 tỷ","Cần bán nhà hẻm xe tải tránh nhau 193 Nam Kỳ Khởi Nghĩa, Phường 7 Quận 3.<br/>Diện tích 16.3x16.5m nở hậu. DTCN 267.76m2.<br/>Căn nhà góc 2 mặt tiền. Nằm ở vị trí trung tâm, gần các văn phòng, trung tâm thương mại lớn ở tuyến đường Nam Kỳ Khởi Nghĩa. Nhà hiện trạng là biệt thự, nên rất tiện xây mới. Khuôn đất đẹp để xây CHDV cao cấp.<br/><br/>Khuôn đất khan hiếm duy nhất còn sót lại tại khu vực Phường 7, Quận 3.<br/>Giá rẻ ~ 187tr/m2.<br/>Liên hệ 0375.446.811 Hoài Nam (24h/24h). Miễn TG, Quảng cáo.",Nam Kỳ Khởi Nghĩa,7,"văn phòng, trung tâm thương mại",,,,,1.0,1.0,2.0,50000000000,0,2.0,2.0,1,{2},"{16.3,16.5}",193,10.786571808326302,106.687547086042,"(106.687547086042,10.7865718083263)",186734389.005079,,267.76,bdscomvn_24320117,1589250125,1589868844.0,2020-06-30 04:12:34.489272,0.0,0.0,0101000020E6100000C9407EC500AC5A402C6F418AB9922540,0.0,,0,0.0,False,2.0,375446811.0,a1c9457e6ab317a6608a4bc2c469a911,1.0,,1.0,0.0,10.786872599999999,106.6866561,content,"193 Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Thành phố Hồ Chí Minh, Vietnam","193 Nam Kỳ Khởi Nghĩa,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"Đường Nam Kỳ Khởi Nghĩa, Quận 3, Hồ Chí Minh, Việt Nam","[10.7868726, 106.6866561]","[10.7868726, 106.6866561, 1.0]",15,10.784433,106.68442900000001,186696295.18972212
2978,2978,173218,6.0,https://landber.com/tin-dang/Ads_01_22559384,"Tôi cần bán nhà 51/10/20 Cao Thắng, P. 5, Q. 3, 4x13m, 4 tầng. Giá 8,4 tỷ","Bán nhà 51/10/20 Cao Thắng, P. 5, Q. 3, 4x13m, 8,4 tỷ, 4 tầng.
Vị trí đẹp sang trọng, khu vực sang trọng, thuận tiện kinh doanh tốt. Thông ra hẻm ô tô Nguyễn Thiện Thuật.

- Giá bán nhanh: 8,4 tỷ, sổ hồng chính chủ.
- Kết cấu: 4 tầng.

- Diện tích khuôn đất: 4x13m. Vuông vắn.
Không vướng bất kỳ lỗi phong thuỷ nào, pháp lý sạch, công chứng giao dịch ngay.
Thông tin căn nhà nêu trên chính xác 100%. Không tiếp môi giới. Xem nhà và trao đổi giá trực tiếp.
Quý khách quan tâm vui lòng liên hệ: Hoài Lâm - 0939818565 (Zalo/Viber) để thương lượng trực tiếp.",Cao Thắng,5,,Nguyễn Thiện Thuật,"sang trọng, sang trọng",,51/10/20,1.0,1.0,2.0,8400000000,0,3.0,4.0,4,{2},"{4,13}",0.0,10.7695388097211,106.68321130708,"(106.68321130708,10.7695388097211)",194008470.825907,,52.0,Ads_01_22559384,1573232400,1573978888.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000980AEBBBB9AB5A408882A9FD008A2540,1.0,2020-04-13 04:45:02.004235,2,7.0,False,3.0,939818565.0,bbabb10f5b471b792e4848be1be78807,1.0,,2.0,0.0,10.7702573,106.68102749999998,title,"51/10/20 Cao Thắng, Phường 3, Quận 3, Thành phố Hồ Chí Minh, Vietnam","hẻm 51/10/20 Cao Thắng,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"hẻm 51/10/20 Cao Thắng, Quận 3, Hồ Chí Minh, Việt Nam","[10.7702573, 106.6810275]","[10.7702573, 106.6810275, 4.0]",15,10.784433,106.68442900000001,161146153.84615386
3026,3026,403819,2.0,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-5-lau-hem-14-ky-dong-p-9-q-3-dt-4x18m-gia-17-5-ty-id20533051,"Bán nhà 5 Lầu Hẻm 14 Kỳ Đồng. P.9, Q.3. DT 4x18m. Giá 17.5 tỷ","
Bán nhà 5 Lầu Hẻm 14 Kỳ Đồng.P.9, Q.3.DT 4x18m. Giá 17.5 tỷ	-Bán nhà 5 Lầu Hẻm 14 Kỳ Đồng.P.9, Q.3.DT 4x18m. Giá rẻ 17.5 tỷ - 0901099517. 

-Đi nước ngoài nên cần bán gấp nhà Hẻm 8m Kỳ Đồng 5 tầng. 

-Diện tích: 4x18m.NH 

-Kết cấu: trệt 4 Lầu. 6 Phòng ngủ, toilet trong phòng 

Giá chỉ 17.5 tỷ. 

Liên hệ: ***LIÊN HỆ: 
-	BÙI LỰC 0918.01.8688
 (Zalo, Viber).
",Kỳ Đồng,9,,,,6,,1.0,1.0,2.0,17500000000,0,2.0,5.0,3,{2},"{4,18}",14.0,10.7827117150792,106.682465640993,"(106.682465640993,10.7827117150792)",145285523.393571,,72.0,mogi_20533051,1581699600,1581599639.0,2020-02-13 20:14:01.367245,2.0,3.6,0101000020E61000006A2D5E84ADAB5A4010EC0497BF902540,1.0,2020-04-13 07:24:02.451008,1,8.0,False,2.0,901099517.0,0f14a0eb83b516b6ecf65ac1e365ab44,2.0,,0.0,0.0,10.7841266,106.68159579999998,title,"Hẻm 14 Kỳ Đồng, phường 9, Quận 3, Thành phố Hồ Chí Minh, Vietnam","hẻm 14 Kỳ Đồng,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"hẻm 14 Kỳ Đồng, Quận 3, Hồ Chí Minh, Việt Nam","[10.7839817, 106.6819862]","[10.7841266, 106.6815958, 3.0]",15,10.784433,106.68442900000001,242701388.88888893
2959,2959,121364,6.0,https://landber.com/tin-dang/Ads_01_21802508,"Chính Chủ Bán Nhà Hẻm 413 Đường Lê Văn Sỹ,P.13,Quận 3,DT:5.5x21.5m.Giá 20.5 tỷ TL","Bán gấp nhà HXH 8m số 413 đường Lê Văn Sỹ, Phường 13, Quận 3 
- Diện Tích: 5.5m x 21.5m, DT đất công nhận 111m2 

- Kết cấu: 1 trệt, 2 lầu – nhà cũ 
- Hướng Đông Nam 

- Vị trí: ngay nhà Thờ Vườn Xoài, gần chợ Nguyễn Văn Trỗi, trong vòng bán kính 200m là trung tâm thương mại, bệnh viện trường học, gần đường Trần Quang Diệu, Trường Sa, Trần Quốc Thảo,………. 
Giá bán: 20.5 tỷ thương lượng 
Liên hệ - Lê Diệp – 0941.950.739",Lê Văn Sỹ,13,"nhà Thờ, chợ, trung tâm thương mại, bệnh viện, trường học","nhà Thờ Vườn Xoài, chợ Nguyễn Văn Trỗi, Trần Quang Diệu, Trường Sa, Trần Quốc Thảo",,,,1.0,1.0,2.0,20500000000,0,2.0,3.0,3,{2},"{5.5,21.5}",413.0,10.7875503564676,106.67770992628999,"(106.67770992629,10.7875503564676)",168702469.016332,đông - nam,111.0,Ads_01_21802508,1582045200,1574003237.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000AA6574995FAB5A4099F6E1CC39932540,1.0,2020-04-13 11:54:02.434662,1,8.0,False,2.0,941950739.0,20e8ae02af75916a45d46cfe4118495d,2.0,,2.0,0.0,10.7892141,106.67539840000002,title,"Lê Văn Sỹ & Hẻm 413 Lê Văn Sỹ, phường 12, Quận 3, Thành phố Hồ Chí Minh, Vietnam","hẻm 413 Đường Lê Văn Sỹ,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"hẻm 413 Đường Lê Văn Sỹ, Quận 3, Hồ Chí Minh, Việt Nam","[10.7892141, 106.6753984]","[10.7892141, 106.6753984, 3.0]",15,10.784433,106.68442900000001,184546846.84684685
2968,2968,137583,6.0,https://landber.com/tin-dang/Ads_01_23408807,"Bán nhà góc 2MT 25 Rạch Bùng Binh p9 q3, DT 5 x 12, trệt 3 lầu mới , giá 21 tỷ tl","Bán nhà góc 2MT 25 Rạch Bùng Binh p9 q3, DT 5 x 12, trệt 3 lầu mới , giá 21 tỷ tl

- Bán nhà góc 2 MT số 25 Rạch Bùng Binh gần Bà Huyên Thanh Quan phường 9 quận 3

- Diện tích : 5m x 12m
- Kết cấu : Trệt 3 lầu
- Giá : 21 tỷ tl
- HĐT : 60tr/th
- Liên hệ : Trần Quý 0969 058 548",Rạch Bùng Binh,6,,Bà Huyên Thanh Quan,,,,1.0,1.0,2.0,21000000000,0,2.0,4.0,1,{2},"{5,12}",25.0,10.780752428455301,106.691681011024,"(106.691681011024,10.7807524284553)",433094842.737833,,60.0,Ads_01_23408807,1573491600,1573992335.0,2020-02-12 08:49:25.145194,7.7,3.9,0101000020E610000030676E8044AC5A40FEF944C8BE8F2540,1.0,2020-04-13 07:12:01.597924,10,7.0,False,2.0,969058548.0,081d1ecdd478be77b2d914944495d644,1.0,,2.0,0.0,10.7801327,106.679149,title,"25 Rạch Bùng Binh, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam","25 Rạch Bùng Binh,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"Đường Rạch Bùng Binh, Quận 3, Hồ Chí Minh, Việt Nam","[10.7801327, 106.679149]","[10.7801327, 106.679149, 1.0]",15,10.784433,106.68442900000001,349660000.0
3086,3086,547630,6.0,https://landber.com/tin-dang/Ads_01_24766732,"Bán nhà Quận 3 đường Cao Thắng, Phường 3, DT 6x18m, 3L, giá 27.5 tỷ","Bán nhà Cao Thắng, P3, Q3, DT 6x18m 3L. Giá 27.5 tỷ.


- Vị trí ngay đoạn đẹp nhất đường Cao Thắng, khu vực chuyên tập trung dãy nhà biệt thự đường Cao Thắng, xung quanh còn có nhiều cao ốc văn phòng, bệnh viện, trung tâm thương mại. 
Kinh doanh đa ngành nghề.


- Tiềm năng phát triển khu vực cực cao, độ thanh khoản cung đường Cao Thắng được xếp vào hàng TOP BĐS trung tâm, kèm theo đó là độ vô cùng khang hiếm sản phẩm trên thị trường.

Lợi thế BĐS:

- Khuôn đất vô cùng đẹp DT 6x18m, CN đủ vuông vức không tì vết.

- Là sản phẩm tốt nhất thị trường Phường 3, Quận 3 trong phân khúc 30 tỷ.
Liên hệ: Kim Huy 0973861538 để được làm việc và thương lượng trực tiếp với chính chủ bán.
Cung cấp thông tin chính xác và nhiều căn nhà tương tự.",Cao Thắng,3,"cao ốc, văn phòng, bệnh viện, trung tâm thương mại",,,,,1.0,1.0,2.0,27500000000,0,2.0,1.0,6,{2},"{6,18}",,10.772162971024802,106.679547043028,"(106.679547043028,10.7721629710248)",332938670.69457597,,108.0,Ads_01_24766732,1584032400,1584061595.0,2020-03-14 02:51:02.986991,2.0,3.6,,1.0,2020-04-13 02:26:02.256441,2,7.0,False,2.0,973861538.0,589d0e93a89ed7d0bbb129bc9d0fd1a6,1.0,,0.0,0.0,10.769136,106.68077269999999,title,"Hẻm 51 Cao Thắng, Phường 3, Quận 3, Thành phố Hồ Chí Minh, Vietnam","hẻm 3 đường Cao Thắng,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"hẻm 3 đường Cao Thắng, Quận 3, Hồ Chí Minh, Việt Nam","[10.769136, 106.6807727]","[10.769136, 106.6807727, 6.0]",15,10.784433,106.68442900000001,254582407.40740743
3070,3070,502948,2.0,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-hem-220-le-van-sy-p14-q3-dt-6m-x20m-duoc-xay-cao-7-lau-gia-cuc-id20688309,"Bán nhà hẻm 220 Lê Văn Sỹ,P14,Q3.DT:6m x20m được xây cao 7 Lầu,Giá cực","
- Cần tiền Bán nhà hẻm 220 Lê Văn Sỹ, Phường 14, Quận 3.
- Diện tích: 6m x 20m vuông vức, CN 120m2, phong thủy cực tốt.
- Kết cấu: Trệt,1 lầu tiện xây mới. GPXD hầm 7 lầu.
- Vị trí: Đắc địa. Đường trước nhà 8m. Trải nhựa thẳng đẹp, ra Trường Sa. Khu văn phòng. Dân trí cao, lý tưởng để ở mở văn phòng công ty, vip, spa.
- Sổ hồng pháp lý đầy đủ công chứng nhanh trong ngày.
- Gia đình cần bán nhanh chỉ: 23.5 tỷ thương lượng.
Liên hệ Thế Tùng: 0938.667.774 (zalo, viber) – Mail: Thetungbds@gmail.com.
",Lê Văn Sỹ,13,,Trường Sa,Dân trí cao,6,,1.0,1.0,2.0,23500000000,0,3.0,2.0,3,{2},"{6,20}",220.0,10.7874367594663,106.67862712277201,"(106.678627122772,10.7874367594663)",168702469.016332,,120.0,mogi_20688309,1583254800,1583254991.0,2020-03-04 00:04:01.798086,7.3,3.7,0101000020E6100000069F74A06EAB5A40D82633E92A932540,1.0,2020-04-13 10:50:01.619207,10,7.0,False,2.0,938667774.0,6c14617ebfbdadaf4080bb73f33b7e9d,1.0,,0.0,0.0,10.7881196,106.68152020000001,title,"Hẻm 220 Lê Văn Sỹ, phường 14, Quận 3, Thành phố Hồ Chí Minh, Vietnam","hẻm 220 Lê Văn Sỹ,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"hẻm 220 Lê Văn Sỹ, Quận 3, Hồ Chí Minh, Việt Nam","[10.7877545, 106.6818297]","[10.7881196, 106.6815202, 3.0]",15,10.784433,106.68442900000001,195748333.3333333
3060,3060,168911,6.0,https://landber.com/tin-dang/Ads_01_22622930,"Nhà số 2/22 đường Số 7 CXĐT, quận 3, nhà 3 lầu, HXH 4.5m - Giá 6.2 tỷ","* Bán nhà 2/22 đường Số 7 Cư Xá Đô Thành, Q3, nhà 3 lầu, nhà đẹp ở ngay (xem ảnh đăng kèm).



- Ngay tuyến trường cấp 1 Lương Định Của &amp; trường học cấp 2 Bàn Cờ.

- Trệt 3 lầu, 2PN, 3WC, PK, bếp, phòng thờ, chỗ giặt, sân thượng.
- Diện tích: 3 x 9.4m.
- Nhà hẻm XH 4.5m thẳng thông qua đường Số 3 Cư Xá Đô Thành, thoáng mát, dân trí cao.
- Giá bán nhanh trong tháng: 6.2 tỷ.

LHCC: 0902.873.175 gặp Chị Ngọc MQC, đăng tin.",Số 7 Cư xá Đô Thành,4,trường học,"Lương Định Của, Bàn Cờ, Số 3 Cư Xá Đô Thành","thoáng mát, dân trí cao",2 phòng ngủ,Số 2/22,1.0,1.0,2.0,6200000000,0,2.0,4.0,3,{2},"{3,9.4}",0.0,10.7724237665071,106.682642507038,"(106.682642507038,10.7724237665071)",192419463.327644,,28.2,Ads_01_22622930,1573318800,1573979864.0,2020-02-12 08:49:25.145194,3.1,3.6,0101000020E61000008CA5326AB0AB5A40239ABF207B8B2540,1.0,2020-04-13 02:23:02.936265,5,8.0,False,3.0,902873175.0,7689b69d909a2cabe89229b1eed67ecc,1.0,,2.0,0.0,10.7723498,106.6822466,content,"2, 22 Số 7, Cư xá Đô Thành, phường 4, Quận 3, Thành phố Hồ Chí Minh, Vietnam","hẻm 2/22 đường Số 7 Cư Xá Đô Thành,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"hẻm 2/22 đường Số 7 Cư Xá Đô Thành, Quận 3, Hồ Chí Minh, Việt Nam","[10.7723498, 106.6822466]","[10.7723498, 106.6822466, 3.0]",15,10.784433,106.68442900000001,219134751.77304965
3195,3195,462210,6.0,https://landber.com/tin-dang/Ads_01_22642762,Quận 4 - Hoàng Diệu bán nhà hẻm 243 - 170 m2 đất,"Cần bán gấp nhà trong hẻm của hẻm 243 Hoàng Diệu, phường 8, quận 4.
Gần chùa Giác Nguyên.

Nhà cấp 4, có thể ở hoặc xây dựng mới lại.
Tổng diện tích đất: ~170m2.

Giá thỏa thuận, và ưu tiên cho khách thiện chí.
Liên hệ: Hồng Hoa - 0909469078.",Hoàng Diệu,8,chùa,chùa Giác Nguyên,,,Hẻm 243,1.0,1.0,2.0,0,0,2.0,1.0,3,{2},"{0,0}",243.0,10.7624823866471,106.703574323489,"(106.703574323489,10.7624823866471)",0.0,,170.0,Ads_01_22642762,1582477200,1582506505.0,2020-02-24 08:09:02.489484,0.0,0.0,0101000020E61000003A6C995C07AD5A40B6D9641764862540,2.0,2020-04-13 06:08:00.782546,0,0.0,False,3.0,909469078.0,ad8c3f6f75c2c7848575ded88eed9798,1.0,,0.0,0.0,10.7595084,106.701854,content,"Hẻm 243 Hoàng Diệu, Quận 4, Thành phố Hồ Chí Minh, Vietnam","hẻm 243 Hoàng Diệu,  Quận 4, Hồ Chí Minh, Việt Nam",Quận 4,"hẻm 243 Hoàng Diệu, Quận 4, Hồ Chí Minh, Việt Nam","[10.7587328, 106.702626]","[10.7595084, 106.701854, 3.0]",16,10.757925,106.70339399999999,-30000.0
3187,3187,692308,6.0,https://landber.com/tin-dang/Ads_02_13050824,"Bán nhà mặt tiền đường Tôn Thất Thuyết, P3, Q4. DT: 170m2","- Chính chủ cần bán nhà mặt tiền đường Tôn Thất Thuyết thuộc P3, Q4.
+ Diện tích: 5.8 x 30m (170m2).
+ Kết cấu: Nhà cấp 4 tiện xây dựng mới.+ Vị trí: Khu vực sầm uất đông đúc người qua lại. Cách chợ ngã 3 Tôn Thất Thuyết 200m. View sông cực kỳ thoáng mát. Cách trung tâm không tới 5p đi xe.+ Tiện ích: Đối diện đang thực hiện quy hoạch công viên bờ kè nên có giá trị sinh lời cực cao trong tương lai. Nhà gần chợ, công viên và hồ bơi. Khu vực có thể xin GPXD 1 hầm 6 tầng.+ Pháp lý: Sổ hồng chính chủ sang tên nhanh gọn.+ Giá: 28 tỷ (TL nhẹ).+ Lh: 0902.590.787 (Gặp Thắng).","Tôn Thất Thuyết,Quận 4,Hồ Chí Minh",3,"chợ, ngã 3, sông, công viên, chợ, công viên, hồ bơi","ngã ba Tôn Thất Thuyết, công viên bờ kè","sầm uất, đông đúc người qua lại, thoáng mát",,,1.0,1.0,2.0,28000000000,0,3.0,1.0,1,{2},"{5.8,30}",,10.755619288208,106.698757910318,"(106.698757910318,106.698757910318)",164705882.35294098,,170.0,Ads_02_13050824,1586106000,1586124380.0,2020-05-07 18:29:01.488139,0.0,0.0,0101000020E6100000CB281973B8AC5A40FA280688E0822540,0.0,,0,0.0,False,2.0,902590787.0,957d7ab3b72a33cd439799b823c276e3,1.0,,0.0,0.0,10.753716,106.704601,content,"3 Tôn Thất Thuyết, Phường 4, Quận 4, Thành phố Hồ Chí Minh 70000, Vietnam","3 Tôn Thất Thuyết,  Quận 4, Hồ Chí Minh, Việt Nam",Quận 4,"Đường Tôn Thất Thuyết, Quận 4, Hồ Chí Minh, Việt Nam","[10.7532765, 106.7053837]","[10.753716, 106.704601, 1.0]",16,10.757925,106.70339399999999,164675882.3529412
3209,3209,190376,6.0,https://landber.com/tin-dang/Ads_01_23150870,"Chính chủ bán nhà số 450/88/1 Đoàn Văn Bơ, Phường 14, Q. 4, TP. HCM. DT 3,1m x 12m, LH: 0906393614","Chính chủ bán nhà số 450/88/1 Đoàn Văn Bơ, Phường 14, Quận 4, TP. HCM.
- DT 3,1m x 12m, DT công nhận 30,6m2.

- Gồm: 1 trệt 1 lầu đúc kiên cố, ban công, 2PN, nhà mới sửa chữa đẹp, sạch sẽ hẻm cụt an ninh, rộng rãi, khu yên tĩnh.
- Sổ hồng riêng, hoàn công đầy đủ, quy hoạch rõ ràng, bao kiểm tra.

- Giá 3,320 tỷ, thương lượng.
Hoa hồng 1%, miễn tiếp báo, quảng cáo.
Liên hệ: Anh Châu 0906393614.",Đoàn Văn Bơ,14,,,"an ninh, yên tĩnh",2 phòng ngủ,Số 450/88/1,1.0,1.0,2.0,3320000000,0,3.0,2.0,4,{2},"{3.1,12}",5.0,10.759570338841801,106.709246334176,"(106.709246334176,10.7595703388418)",88647805.575886,,30.6,Ads_01_23150870,1571936400,1573975478.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000001D86BC4A64AD5A40BAAC4867E6842540,1.0,2020-04-13 00:19:02.342337,1,8.0,False,3.0,906393614.0,0db599127570309309b82597ca52e62e,1.0,,2.0,0.0,10.7585454,106.71162460000001,title,"644 Đoàn Văn Bơ, Phường 18, Quận 4, Thành phố Hồ Chí Minh, Vietnam","hẻm 450/88/1 Đoàn Văn Bơ,  Quận 4, Hồ Chí Minh, Việt Nam",Quận 4,"hẻm 450/88/1 Đoàn Văn Bơ, Quận 4, Hồ Chí Minh, Việt Nam","[10.7585454, 106.7116246]","[10.7585454, 106.7116246, 4.0]",16,10.757925,106.70339399999999,108163398.69281045
3198,3198,177298,6.0,https://landber.com/tin-dang/Ads_01_23366692,"Đi định cư cần bán nhà - DT 5,9x12 (70m2) - Hẻm 40 Nguyễn Khoái, P. 2, Q. 4 - Giá 5 tỷ","- Bán nhà cấp 4 tiện xây mới. Hẻm 40 Nguyễn Khoái, P. 2, Q. 4.

- Diện tích: 5,9x12 (70m2).

- Sổ hồng chính chủ, sang tên nhanh gọn.
- Tiện ích: Gần trường học, siêu thị, chợ, công viên Khánh Hội.
- Giao thông: Thuận tiện đi qua các quận 1,2,5,7,8 qua các cầu Nguyễn Văn Cừ, cầu Kênh Tẻ, cầu Ông Lãnh, hầm Thủ Thiêm. Tương lai xây cầu Nguyễn Khoái bắt qua Quận 7 khu Him Lam Kênh Tẻ.

- Liên hệ: 0902421007 gặp Huy.
* Tiếp người mua thiện chí. MTG, quảng cáo...",Nguyễn Khoái,2,"trường học, siêu thị, chợ, công viên, cầu, cầu, cầu, hầm","công viên Khánh Hội, quận 1, cầu Nguyễn Văn Cừ, cầu Kênh Tẻ, cầu Ông Lãnh, hầm Thủ Thiêm, Nguyễn Khoái bắt, Quận 7, Him Lam, Kênh Tẻ",,,,1.0,1.0,2.0,4000000000,0,3.0,1.0,3,{2},"{5.9,12}",40.0,10.755904758557598,106.693895569328,"(106.693895569328,10.7559047585576)",171153336.255882,,70.0,Ads_01_23366692,1581872400,1573978328.0,2020-02-12 08:49:25.145194,8.0,3.6,0101000020E61000007D46F6C868AC5A40AACAD1F205832540,1.0,2020-04-13 08:41:02.535412,10,7.0,True,1.0,902421007.0,f9e17a3293a3b2979b06cafc3628ea2e,2.0,,2.0,0.0,10.754765800000001,106.6963688,title,"Hẻm 40 Nguyễn Khoái, phường 2, Quận 4, Thành phố Hồ Chí Minh, Vietnam","hẻm 40 Nguyễn Khoái,  Quận 4, Hồ Chí Minh, Việt Nam",Quận 4,"hẻm 40 Nguyễn Khoái, Quận 4, Hồ Chí Minh, Việt Nam","[10.7546042, 106.6955307]","[10.7547658, 106.6963688, 3.0]",16,10.757925,106.70339399999999,57070000.0
3162,3162,63186,6.0,https://landber.com/tin-dang/Ads_02_12926508,"Bán nhà quận 4 đường Xóm Chiếu, 1 trệt, 3 lầu, giá 4.65 tỷ","Chính chủ bán nhà Quận 4. Hẻm 196/6 đi 20m ra đường Xóm Chiếu - TP Hồ Chí Minh.- Tổng giá: 4 tỷ 690 triệu đồng. Diện tích sử dụng 110m2.- Di chuyển về trung tâm chỉ 5 phút về quận 1, 3, 5, 8, 7...- Bán nhà gấp, gần siêu thị Bách Hoá Xanh, sổ hồng chính chủ, nhà đẹp mới, hẻm an ninh, yên tĩnh. Nhà gần chợ và siêu thị Bách Hoá Xanh, hẻm an ninh yên tĩnh. Được thiết kế theo bản vẽ của kiến trúc sư kinh nghiệm và hài hòa, 1 trệt, 2 lầu và 1 sân thượng, hướng sân thượng thoáng đãng, tầm nhìn rộng thu toàn thành phố trong tầm mắt.- Nhà có 2 phòng ngủ rộng và thoải mái trang trí theo ý mình thích và 1 phòng thờ hoặc làm kho khi cần thiết 10m2, 3 toilet, có lắp máy nước nóng năng lượng mặt trời. Máy lạnh... Đầy đủ nội thất cao cấp được chính chủ nhà tự tay lựa chọn theo thiết kế.- Có giấy hoàn công 100%, sổ hồng chính chủ. Máy lạnh, đầy đủ nội thất cao cấp. Dọn vào là ở ngay. 196/4 đường Xóm Chiếu, P. 16, Q. 4, TP. HCM.- Liên hệ: Trực tiếp chủ nhà xem nhà.","Xóm Chiếu,Quận 4,Hồ Chí Minh",16,"siêu thị, chợ, siêu thị","Xóm Chiếu, quận 1, 3  5, 8  7, siêu thị Bách Hoá Xanh, siêu thị Bách Hoá Xanh","an ninh, yên tĩnh, an ninh, yên tĩnh",2 phòng ngủ,,1.0,1.0,2.0,4690000000,0,3.0,4.0,3,{2},"{0,0}",49.0,10.755275622706597,106.712892228396,"(106.712892228396,10.7552756227066)",74030498.77408259,,30.0,Ads_02_12926508,1574096400,1574201215.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000015A2B906A0AD5A4071FB857CB3822540,1.0,2020-04-13 02:54:02.21339,1,8.0,False,3.0,,925aa7bb022bec1a95e5a664faa5ffa2,1.0,,2.0,0.0,10.7554992,106.7091744,title,"Nhà thờ, Xóm Chiếu, Phường 15, Quận 4, Thành phố Hồ Chí Minh 70000, Vietnam","hẻm 4 đường Xóm Chiếu,  Quận 4, Hồ Chí Minh, Việt Nam",Quận 4,"hẻm 4 đường Xóm Chiếu, Quận 4, Hồ Chí Minh, Việt Nam","[10.7554992, 106.7091744]","[10.7554992, 106.7091744, 3.0]",16,10.757925,106.70339399999999,155653333.33333334
